,name,characters,type,json,len
1212,Minions or Demons?,"grandmother,investigator,washerwoman,balloonist,dreamer,empath,undertaker,gambler,oracle,savant,gossip,philosopher,artist,slayer,drunk,recluse,mutant,klutz,godfather,poisoner,spy,assassin,scarlet_woman,lil_monsta,legion",full,"[{""id"": ""_meta"", ""name"": ""Minions or Demons?""}, {""id"": ""grandmother""}, {""id"": ""investigator""}, {""id"": ""washerwoman""}, {""id"": ""balloonist""}, {""id"": ""dreamer""}, {""id"": ""empath""}, {""id"": ""undertaker""}, {""id"": ""gambler""}, {""id"": ""oracle""}, {""id"": ""savant""}, {""id"": ""gossip""}, {""id"": ""philosopher""}, {""id"": ""artist""}, {""id"": ""slayer""}, {""id"": ""drunk""}, {""id"": ""recluse""}, {""id"": ""mutant""}, {""id"": ""klutz""}, {""id"": ""godfather""}, {""id"": ""poisoner""}, {""id"": ""spy""}, {""id"": ""assassin""}, {""id"": ""scarlet_woman""}, {""id"": ""lil_monsta""}, {""id"": ""legion""}]",25
1213,Your Name will be Anonymous,"investigator,pixie,juggler,empath,dreamer,fortune_teller,oracle,town_crier,undertaker,fisherman,seamstress,slayer,mayor,acrobat,drunk,recluse,saint,godfather,cerenovus,poisoner,evil_twin,lil_monsta,imp,legion,vigormortis",full,"[{""id"": ""_meta"", ""name"": ""Your Name will be Anonymous""}, {""id"": ""investigator""}, {""id"": ""pixie""}, {""id"": ""juggler""}, {""id"": ""empath""}, {""id"": ""dreamer""}, {""id"": ""fortune_teller""}, {""id"": ""oracle""}, {""id"": ""town_crier""}, {""id"": ""undertaker""}, {""id"": ""fisherman""}, {""id"": ""seamstress""}, {""id"": ""slayer""}, {""id"": ""mayor""}, {""id"": ""acrobat""}, {""id"": ""drunk""}, {""id"": ""recluse""}, {""id"": ""saint""}, {""id"": ""godfather""}, {""id"": ""cerenovus""}, {""id"": ""poisoner""}, {""id"": ""evil_twin""}, {""id"": ""lil_monsta""}, {""id"": ""imp""}, {""id"": ""legion""}, {""id"": ""vigormortis""}]",25
1214,Pixiedust at the OK Corral,"bounty_hunter,investigator,washerwoman,clockmaker,pixie,preacher,fortune_teller,snake_charmer,gambler,undertaker,innkeeper,fisherman,mayor,barber,drunk,goon,recluse,baron,assassin,scarlet_woman,widow,imp,pukka,vortox",full,"[{""id"": ""_meta"", ""name"": ""Pixiedust at the OK Corral""}, {""id"": ""bounty_hunter""}, {""id"": ""investigator""}, {""id"": ""washerwoman""}, {""id"": ""clockmaker""}, {""id"": ""pixie""}, {""id"": ""preacher""}, {""id"": ""fortune_teller""}, {""id"": ""snake_charmer""}, {""id"": ""gambler""}, {""id"": ""undertaker""}, {""id"": ""innkeeper""}, {""id"": ""fisherman""}, {""id"": ""mayor""}, {""id"": ""barber""}, {""id"": ""drunk""}, {""id"": ""goon""}, {""id"": ""recluse""}, {""id"": ""baron""}, {""id"": ""assassin""}, {""id"": ""scarlet_woman""}, {""id"": ""widow""}, {""id"": ""imp""}, {""id"": ""pukka""}, {""id"": ""vortox""}]",24
1215,"Faith, Trust and Pixie Dust","clockmaker,grandmother,bounty_hunter,pixie,sailor,preacher,dreamer,town_crier,innkeeper,monk,fisherman,slayer,philosopher,goon,mutant,drunk,tinker,poisoner,devils_advocate,assassin,baron,no_dashii,imp,vigormortis,lil_monsta",full,"[{""id"": ""_meta"", ""name"": ""Faith, Trust and Pixie Dust""}, {""id"": ""clockmaker""}, {""id"": ""grandmother""}, {""id"": ""bounty_hunter""}, {""id"": ""pixie""}, {""id"": ""sailor""}, {""id"": ""preacher""}, {""id"": ""dreamer""}, {""id"": ""town_crier""}, {""id"": ""innkeeper""}, {""id"": ""monk""}, {""id"": ""fisherman""}, {""id"": ""slayer""}, {""id"": ""philosopher""}, {""id"": ""goon""}, {""id"": ""mutant""}, {""id"": ""drunk""}, {""id"": ""tinker""}, {""id"": ""poisoner""}, {""id"": ""devils_advocate""}, {""id"": ""assassin""}, {""id"": ""baron""}, {""id"": ""no_dashii""}, {""id"": ""imp""}, {""id"": ""vigormortis""}, {""id"": ""lil_monsta""}]",25
1216,The Hunting of the Shark,"clockmaker,bounty_hunter,snake_charmer,mathematician,dreamer,fortune_teller,flowergirl,innkeeper,lycanthrope,philosopher,gossip,savant,cannibal,goon,recluse,drunk,lunatic,widow,poisoner,pit-hag,scarlet_woman,pukka,no_dashii,imp",full,"[{""id"": ""_meta"", ""name"": ""The Hunting of the Shark""}, {""id"": ""clockmaker""}, {""id"": ""bounty_hunter""}, {""id"": ""snake_charmer""}, {""id"": ""mathematician""}, {""id"": ""dreamer""}, {""id"": ""fortune_teller""}, {""id"": ""flowergirl""}, {""id"": ""innkeeper""}, {""id"": ""lycanthrope""}, {""id"": ""philosopher""}, {""id"": ""gossip""}, {""id"": ""savant""}, {""id"": ""cannibal""}, {""id"": ""goon""}, {""id"": ""recluse""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""widow""}, {""id"": ""poisoner""}, {""id"": ""pit-hag""}, {""id"": ""scarlet_woman""}, {""id"": ""pukka""}, {""id"": ""no_dashii""}, {""id"": ""imp""}]",24
1217,One Week Ultimate Copyright,"bounty_hunter,cult_leader,general,balloonist,snake_charmer,fortune_teller,flowergirl,innkeeper,lycanthrope,gossip,savant,cannibal,minstrel,acrobat,tinker,recluse,politician,spy,poisoner,cerenovus,pit-hag,assassin,leviathan",full,"[{""id"": ""_meta"", ""name"": ""One Week Ultimate Copyright""}, {""id"": ""bounty_hunter""}, {""id"": ""cult_leader""}, {""id"": ""general""}, {""id"": ""balloonist""}, {""id"": ""snake_charmer""}, {""id"": ""fortune_teller""}, {""id"": ""flowergirl""}, {""id"": ""innkeeper""}, {""id"": ""lycanthrope""}, {""id"": ""gossip""}, {""id"": ""savant""}, {""id"": ""cannibal""}, {""id"": ""minstrel""}, {""id"": ""acrobat""}, {""id"": ""tinker""}, {""id"": ""recluse""}, {""id"": ""politician""}, {""id"": ""spy""}, {""id"": ""poisoner""}, {""id"": ""cerenovus""}, {""id"": ""pit-hag""}, {""id"": ""assassin""}, {""id"": ""leviathan""}]",23
1218,Catfishing,"investigator,chef,grandmother,balloonist,dreamer,fortune_teller,snake_charmer,gambler,savant,philosopher,ravenkeeper,amnesiac,cannibal,drunk,recluse,sweetheart,mutant,lunatic,godfather,cerenovus,pit-hag,widow,imp,vigormortis,fang_gu",full,"[{""id"": ""_meta"", ""name"": ""Catfishing""}, {""id"": ""investigator""}, {""id"": ""chef""}, {""id"": ""grandmother""}, {""id"": ""balloonist""}, {""id"": ""dreamer""}, {""id"": ""fortune_teller""}, {""id"": ""snake_charmer""}, {""id"": ""gambler""}, {""id"": ""savant""}, {""id"": ""philosopher""}, {""id"": ""ravenkeeper""}, {""id"": ""amnesiac""}, {""id"": ""cannibal""}, {""id"": ""drunk""}, {""id"": ""recluse""}, {""id"": ""sweetheart""}, {""id"": ""mutant""}, {""id"": ""lunatic""}, {""id"": ""godfather""}, {""id"": ""cerenovus""}, {""id"": ""pit-hag""}, {""id"": ""widow""}, {""id"": ""imp""}, {""id"": ""vigormortis""}, {""id"": ""fang_gu""}]",25
1219,Deadly Penance Day,"investigator,chef,bounty_hunter,sailor,preacher,cult_leader,town_crier,gambler,exorcist,philosopher,soldier,fool,mayor,saint,barber,drunk,politician,witch,spy,assassin,baron,lil_monsta",full,"[{""id"": ""_meta"", ""name"": ""Deadly Penance Day""}, {""id"": ""investigator""}, {""id"": ""chef""}, {""id"": ""bounty_hunter""}, {""id"": ""sailor""}, {""id"": ""preacher""}, {""id"": ""cult_leader""}, {""id"": ""town_crier""}, {""id"": ""gambler""}, {""id"": ""exorcist""}, {""id"": ""philosopher""}, {""id"": ""soldier""}, {""id"": ""fool""}, {""id"": ""mayor""}, {""id"": ""saint""}, {""id"": ""barber""}, {""id"": ""drunk""}, {""id"": ""politician""}, {""id"": ""witch""}, {""id"": ""spy""}, {""id"": ""assassin""}, {""id"": ""baron""}, {""id"": ""lil_monsta""}]",22
1220,Taco Bell Value Menu (Toymaker Included),"chef,washerwoman,lycanthrope,town_crier,chambermaid,mathematician,poppy_grower,butler,lunatic,organ_grinder,poisoner,pukka,toymaker,sentinel,djinn",teensy,"[{""id"": ""_meta"", ""name"": ""Taco Bell Value Menu (Toymaker Included)"", ""author"": ""LivFreeOrPie / Bill Pz""}, {""id"": ""chef""}, {""id"": ""washerwoman""}, {""id"": ""lycanthrope""}, {""id"": ""town_crier""}, {""id"": ""chambermaid""}, {""id"": ""mathematician""}, {""id"": ""poppy_grower""}, {""id"": ""butler""}, {""id"": ""lunatic""}, {""id"": ""organ_grinder""}, {""id"": ""poisoner""}, {""id"": ""pukka""}, {""id"": ""toymaker""}, {""id"": ""sentinel""}, {""id"": ""djinn""}]",15
1221,Marionette? I Hardly Know Her!,"steward,investigator,empath,lycanthrope,alchemist,atheist,recluse,lunatic,cerenovus,marionette,imp",teensy,"[{""id"": ""_meta"", ""name"": ""Marionette? I Hardly Know Her v1.1"", ""author"": ""taylor""}, {""id"": ""steward""}, {""id"": ""investigator""}, {""id"": ""empath""}, {""id"": ""lycanthrope""}, {""id"": ""alchemist""}, {""id"": ""atheist""}, {""id"": ""recluse""}, {""id"": ""lunatic""}, {""id"": ""cerenovus""}, {""id"": ""marionette""}, {""id"": ""imp""}]",11
1222,"Good Luck, Sir","knight,snake_charmer,dreamer,gambler,slayer,magician,drunk,klutz,godfather,mastermind,imp,toymaker,fiddler,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Good Luck, Sir"", ""author"": ""LivFreeOrPie / Bill Pz""}, {""id"": ""knight""}, {""id"": ""snake_charmer""}, {""id"": ""dreamer""}, {""id"": ""gambler""}, {""id"": ""slayer""}, {""id"": ""magician""}, {""id"": ""drunk""}, {""id"": ""klutz""}, {""id"": ""godfather""}, {""id"": ""mastermind""}, {""id"": ""imp""}, {""id"": ""toymaker""}, {""id"": ""fiddler""}, {""id"": ""sentinel""}]",14
1223,Finding Religion,"alchemist,high_priestess,preacher,savant,professor,atheist,mutant,lunatic,devils_advocate,cerenovus,lil_monsta",teensy,"[{""id"": ""_meta"", ""name"": ""Finding Religion"", ""author"": ""atreys""}, {""id"": ""alchemist""}, {""id"": ""high_priestess""}, {""id"": ""preacher""}, {""id"": ""savant""}, {""id"": ""professor""}, {""id"": ""atheist""}, {""id"": ""mutant""}, {""id"": ""lunatic""}, {""id"": ""devils_advocate""}, {""id"": ""cerenovus""}, {""id"": ""lil_monsta""}]",11
1224,Happy Smiley Minions,"steward,pixie,high_priestess,general,lycanthrope,fisherman,mutant,klutz,spy,baron,pukka",teensy,"[{""id"": ""_meta"", ""name"": ""Happy Smiley Minions"", ""author"": ""AlejoFBlack""}, {""id"": ""steward""}, {""id"": ""pixie""}, {""id"": ""high_priestess""}, {""id"": ""general""}, {""id"": ""lycanthrope""}, {""id"": ""fisherman""}, {""id"": ""mutant""}, {""id"": ""klutz""}, {""id"": ""spy""}, {""id"": ""baron""}, {""id"": ""pukka""}]",11
1225,Hi Priestess!,"noble,high_priestess,gambler,savant,amnesiac,fisherman,snitch,saint,drunk,assassin,cerenovus,marionette,leviathan,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Hi Priestess!"", ""author"": ""purplpasta""}, {""id"": ""noble""}, {""id"": ""high_priestess""}, {""id"": ""gambler""}, {""id"": ""savant""}, {""id"": ""amnesiac""}, {""id"": ""fisherman""}, {""id"": ""snitch""}, {""id"": ""saint""}, {""id"": ""drunk""}, {""id"": ""assassin""}, {""id"": ""cerenovus""}, {""id"": ""marionette""}, {""id"": ""leviathan""}, {""id"": ""sentinel""}]",14
1226,Snack Sized,"steward,dreamer,savant,juggler,fisherman,farmer,butler,klutz,spy,cerenovus,shabaloth,toymaker,sentinel,djinn",teensy,"[{""id"": ""_meta"", ""name"": ""Snack Sized"", ""author"": ""Flyingludicolo""}, {""id"": ""steward""}, {""id"": ""dreamer""}, {""id"": ""savant""}, {""id"": ""juggler""}, {""id"": ""fisherman""}, {""id"": ""farmer""}, {""id"": ""butler""}, {""id"": ""klutz""}, {""id"": ""spy""}, {""id"": ""cerenovus""}, {""id"": ""shabaloth""}, {""id"": ""toymaker""}, {""id"": ""sentinel""}, {""id"": ""djinn""}]",14
1227,Swansong,"librarian,snake_charmer,artist,huntsman,ravenkeeper,cannibal,mutant,damsel,poisoner,cerenovus,imp,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Swansong 1.1.0"", ""author"": ""cb""}, {""id"": ""librarian""}, {""id"": ""snake_charmer""}, {""id"": ""artist""}, {""id"": ""huntsman""}, {""id"": ""ravenkeeper""}, {""id"": ""cannibal""}, {""id"": ""mutant""}, {""id"": ""damsel""}, {""id"": ""poisoner""}, {""id"": ""cerenovus""}, {""id"": ""imp""}, {""id"": ""sentinel""}]",12
1228,Soldiers of Misfortune,"steward,dreamer,lycanthrope,fisherman,fool,mayor,drunk,klutz,poisoner,devils_advocate,imp,toymaker",teensy,"[{""id"": ""_meta"", ""name"": ""Soldiers of Misfortune v2"", ""author"": ""Piranha""}, {""id"": ""steward""}, {""id"": ""dreamer""}, {""id"": ""lycanthrope""}, {""id"": ""fisherman""}, {""id"": ""fool""}, {""id"": ""mayor""}, {""id"": ""drunk""}, {""id"": ""klutz""}, {""id"": ""poisoner""}, {""id"": ""devils_advocate""}, {""id"": ""imp""}, {""id"": ""toymaker""}]",12
1229,"Awwww, Fiddlesticks!","sailor,preacher,undertaker,exorcist,farmer,ravenkeeper,saint,lunatic,poisoner,devils_advocate,zombuul,toymaker",teensy,"[{""id"": ""_meta"", ""name"": ""Awwww, Fiddlesticks!"", ""author"": ""Orca""}, {""id"": ""sailor""}, {""id"": ""preacher""}, {""id"": ""undertaker""}, {""id"": ""exorcist""}, {""id"": ""farmer""}, {""id"": ""ravenkeeper""}, {""id"": ""saint""}, {""id"": ""lunatic""}, {""id"": ""poisoner""}, {""id"": ""devils_advocate""}, {""id"": ""zombuul""}, {""id"": ""toymaker""}]",12
1230,Pushing Up Daisies,"chef,sailor,courtier,savant,tea_lady,alchemist,damsel,drunk,psychopath,devils_advocate,zombuul,toymaker",teensy,"[{""id"": ""_meta"", ""name"": ""Pushing Up Daisies"", ""author"": ""Kinky Joe""}, {""id"": ""chef""}, {""id"": ""sailor""}, {""id"": ""courtier""}, {""id"": ""savant""}, {""id"": ""tea_lady""}, {""id"": ""alchemist""}, {""id"": ""damsel""}, {""id"": ""drunk""}, {""id"": ""psychopath""}, {""id"": ""devils_advocate""}, {""id"": ""zombuul""}, {""id"": ""toymaker""}]",12
1231,Toying With Death,"knight,dreamer,exorcist,town_crier,slayer,sage,lunatic,drunk,mastermind,godfather,imp,toymaker",teensy,"[{""id"": ""_meta"", ""name"": ""Toying with Death"", ""author"": ""Leaf""}, {""id"": ""knight""}, {""id"": ""dreamer""}, {""id"": ""exorcist""}, {""id"": ""town_crier""}, {""id"": ""slayer""}, {""id"": ""sage""}, {""id"": ""lunatic""}, {""id"": ""drunk""}, {""id"": ""mastermind""}, {""id"": ""godfather""}, {""id"": ""imp""}, {""id"": ""toymaker""}]",12
1232,Spooky Tea 2: Very Spooky,"pixie,chef,empath,chambermaid,artist,cannibal,klutz,lunatic,fearmonger,widow,scarlet_woman,lil_monsta,vortox,duchess,sentinel",teensy,"[{""id"": ""_meta"", ""logo"": ""https://i.imgur.com/5iA8ieu.png"", ""name"": ""Spooky Tea 2: Very Spooky"", ""author"": ""Zets""}, {""id"": ""pixie""}, {""id"": ""chef""}, {""id"": ""empath""}, {""id"": ""chambermaid""}, {""id"": ""artist""}, {""id"": ""cannibal""}, {""id"": ""klutz""}, {""id"": ""lunatic""}, {""id"": ""fearmonger""}, {""id"": ""widow""}, {""id"": ""scarlet_woman""}, {""id"": ""lil_monsta""}, {""id"": ""vortox""}, {""id"": ""duchess""}, {""id"": ""sentinel""}]",15
1233,Minion is Angel-protected & The Demon has 2 Bluffs,"empath,chambermaid,mathematician,savant,engineer,philosopher,juggler,mutant,lunatic,devils_advocate,pit-hag,psychopath,no_dashii,pukka,vigormortis,legion,angel",teensy,"[{""id"": ""_meta"", ""name"": ""Minion is Angel-protected & The Demon has 2 Bluffs"", ""author"": ""Zets""}, {""id"": ""empath""}, {""id"": ""chambermaid""}, {""id"": ""mathematician""}, {""id"": ""savant""}, {""id"": ""engineer""}, {""id"": ""philosopher""}, {""id"": ""juggler""}, {""id"": ""mutant""}, {""id"": ""lunatic""}, {""id"": ""devils_advocate""}, {""id"": ""pit-hag""}, {""id"": ""psychopath""}, {""id"": ""no_dashii""}, {""id"": ""pukka""}, {""id"": ""vigormortis""}, {""id"": ""legion""}, {""id"": ""angel""}]",17
1234,Puppet Estate,"investigator,dreamer,town_crier,oracle,slayer,mayor,klutz,drunk,godfather,cerenovus,marionette,lil_monsta",teensy,"[{""id"": ""_meta"", ""name"": ""Puppet Estate"", ""author"": ""Le Codex""}, {""id"": ""investigator""}, {""id"": ""dreamer""}, {""id"": ""town_crier""}, {""id"": ""oracle""}, {""id"": ""slayer""}, {""id"": ""mayor""}, {""id"": ""klutz""}, {""id"": ""drunk""}, {""id"": ""godfather""}, {""id"": ""cerenovus""}, {""id"": ""marionette""}, {""id"": ""lil_monsta""}]",12
1235,Thinking Outside the Teensy Box,"amnesiac,artist,fisherman,gossip,philosopher,savant,atheist,drunk,lunatic,mutant,assassin,cerenovus,marionette,leviathan,lil_monsta,zombuul",teensy,"[{""id"": ""_meta"", ""name"": ""Thinking Outside the Teensy Box"", ""author"": ""thelast19digitsofpi""}, {""id"": ""amnesiac""}, {""id"": ""artist""}, {""id"": ""fisherman""}, {""id"": ""gossip""}, {""id"": ""philosopher""}, {""id"": ""savant""}, {""id"": ""atheist""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""mutant""}, {""id"": ""assassin""}, {""id"": ""cerenovus""}, {""id"": ""marionette""}, {""id"": ""leviathan""}, {""id"": ""lil_monsta""}, {""id"": ""zombuul""}]",16
1236,This is Jeopardy!,"philosopher,clockmaker,empath,artist,ravenkeeper,cannibal,klutz,barber,poisoner,scarlet_woman,imp,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""This is Jeopardy!"", ""author"": ""LivFreeOrPie / Bill Pz""}, {""id"": ""philosopher""}, {""id"": ""clockmaker""}, {""id"": ""empath""}, {""id"": ""artist""}, {""id"": ""ravenkeeper""}, {""id"": ""cannibal""}, {""id"": ""klutz""}, {""id"": ""barber""}, {""id"": ""poisoner""}, {""id"": ""scarlet_woman""}, {""id"": ""imp""}, {""id"": ""sentinel""}]",12
1237,Townsfolk's Dilemma,"steward,fortune_teller,monk,juggler,ravenkeeper,mayor,klutz,barber,spy,poisoner,al-hadikhia,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Townfolk's Dilemma "", ""author"": ""Khinoe""}, {""id"": ""steward""}, {""id"": ""fortune_teller""}, {""id"": ""monk""}, {""id"": ""juggler""}, {""id"": ""ravenkeeper""}, {""id"": ""mayor""}, {""id"": ""klutz""}, {""id"": ""barber""}, {""id"": ""spy""}, {""id"": ""poisoner""}, {""id"": ""al-hadikhia""}, {""id"": ""sentinel""}]",12
1238,"Charmed, Truly","chef,pixie,snake_charmer,artist,slayer,mayor,barber,lunatic,poisoner,scarlet_woman,imp",teensy,"[{""id"": ""_meta"", ""name"": ""Charmed, Truly 2.1"", ""author"": ""taylor""}, {""id"": ""chef""}, {""id"": ""pixie""}, {""id"": ""snake_charmer""}, {""id"": ""artist""}, {""id"": ""slayer""}, {""id"": ""mayor""}, {""id"": ""barber""}, {""id"": ""lunatic""}, {""id"": ""poisoner""}, {""id"": ""scarlet_woman""}, {""id"": ""imp""}]",11
1239,"Yes, Your Imminence","snake_charmer,general,philosopher,engineer,cannibal,alchemist,drunk,mutant,vizier,organ_grinder,godfather,zombuul,barista,thief,judge,gangster,apprentice,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Yes, Your Immenence"", ""author"": ""Mevolas Rubenido""}, {""id"": ""snake_charmer""}, {""id"": ""general""}, {""id"": ""philosopher""}, {""id"": ""engineer""}, {""id"": ""cannibal""}, {""id"": ""alchemist""}, {""id"": ""drunk""}, {""id"": ""mutant""}, {""id"": ""vizier""}, {""id"": ""organ_grinder""}, {""id"": ""godfather""}, {""id"": ""zombuul""}, {""id"": ""barista""}, {""id"": ""thief""}, {""id"": ""judge""}, {""id"": ""gangster""}, {""id"": ""apprentice""}, {""id"": ""sentinel""}]",18
1240,Beauty and the Beasts,"librarian,noble,lycanthrope,huntsman,tea_lady,fool,lunatic,damsel,poisoner,devils_advocate,imp,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Beauty and the Beasts"", ""author"": ""LivFreeOrPie / Bill Pz""}, {""id"": ""librarian""}, {""id"": ""noble""}, {""id"": ""lycanthrope""}, {""id"": ""huntsman""}, {""id"": ""tea_lady""}, {""id"": ""fool""}, {""id"": ""lunatic""}, {""id"": ""damsel""}, {""id"": ""poisoner""}, {""id"": ""devils_advocate""}, {""id"": ""imp""}, {""id"": ""sentinel""}]",12
1241,Three Finger Salute,"noble,snake_charmer,gambler,lycanthrope,juggler,recluse,heretic,lunatic,legion",teensy,"[{""id"": ""_meta"", ""name"": ""Three Finger Salute"", ""author"": ""Mup""}, {""id"": ""noble""}, {""id"": ""snake_charmer""}, {""id"": ""gambler""}, {""id"": ""lycanthrope""}, {""id"": ""juggler""}, {""id"": ""recluse""}, {""id"": ""heretic""}, {""id"": ""lunatic""}, {""id"": ""legion""}]",9
1242,Thinking Outside the Box,"amnesiac,artist,fisherman,gossip,philosopher,savant,atheist,drunk,lunatic,mutant,puzzlemaster,assassin,cerenovus,marionette,leviathan,vortox,lil_monsta,lleech",teensy,"[{""id"": ""_meta"", ""name"": ""Outside the Box"", ""author"": ""thelast19digitsofpi""}, {""id"": ""amnesiac""}, {""id"": ""artist""}, {""id"": ""fisherman""}, {""id"": ""gossip""}, {""id"": ""philosopher""}, {""id"": ""savant""}, {""id"": ""atheist""}, {""id"": ""drunk""}, {""id"": ""lunatic""}, {""id"": ""mutant""}, {""id"": ""puzzlemaster""}, {""id"": ""assassin""}, {""id"": ""cerenovus""}, {""id"": ""marionette""}, {""id"": ""leviathan""}, {""id"": ""vortox""}, {""id"": ""lil_monsta""}, {""id"": ""lleech""}]",18
1243,The Well-Tempered Clavier,"pixie,empath,dreamer,snake_charmer,philosopher,cannibal,klutz,recluse,organ_grinder,fearmonger,lleech,riot,djinn,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""The Well-Tempered Clavier"", ""author"": ""AlejoFBlack""}, {""id"": ""pixie""}, {""id"": ""empath""}, {""id"": ""dreamer""}, {""id"": ""snake_charmer""}, {""id"": ""philosopher""}, {""id"": ""cannibal""}, {""id"": ""klutz""}, {""id"": ""recluse""}, {""id"": ""organ_grinder""}, {""id"": ""fearmonger""}, {""id"": ""lleech""}, {""id"": ""riot""}, {""id"": ""djinn""}, {""id"": ""sentinel""}]",14
1244,Bats in the Belfry,"dreamer,exorcist,fool,nightwatchman,town_crier,virgin,drunk,klutz,evil_twin,fearmonger,pit-hag,lil_monsta,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Bats in the Belfry"", ""author"": ""eben""}, {""id"": ""dreamer""}, {""id"": ""exorcist""}, {""id"": ""fool""}, {""id"": ""nightwatchman""}, {""id"": ""town_crier""}, {""id"": ""virgin""}, {""id"": ""drunk""}, {""id"": ""klutz""}, {""id"": ""evil_twin""}, {""id"": ""fearmonger""}, {""id"": ""pit-hag""}, {""id"": ""lil_monsta""}, {""id"": ""sentinel""}]",13
1245,Manic Pixie Dream Girl,"librarian,pixie,empath,dreamer,flowergirl,fisherman,mutant,damsel,cerenovus,scarlet_woman,pukka,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Manic Pixie Dream Girl"", ""author"": ""Hallow""}, {""id"": ""librarian""}, {""id"": ""pixie""}, {""id"": ""empath""}, {""id"": ""dreamer""}, {""id"": ""flowergirl""}, {""id"": ""fisherman""}, {""id"": ""mutant""}, {""id"": ""damsel""}, {""id"": ""cerenovus""}, {""id"": ""scarlet_woman""}, {""id"": ""pukka""}, {""id"": ""sentinel""}]",12
1246,Corrupted Strings,"fortune_teller,savant,philosopher,artist,slayer,lycanthrope,mutant,saint,widow,marionette,lil_monsta",teensy,"[{""id"": ""_meta"", ""name"": ""Corrupted Strings"", ""author"": ""Leaf""}, {""id"": ""fortune_teller""}, {""id"": ""savant""}, {""id"": ""philosopher""}, {""id"": ""artist""}, {""id"": ""slayer""}, {""id"": ""lycanthrope""}, {""id"": ""mutant""}, {""id"": ""saint""}, {""id"": ""widow""}, {""id"": ""marionette""}, {""id"": ""lil_monsta""}]",11
1247,Dragging Your Feet,"chef,dreamer,sailor,professor,virgin,pacifist,sweetheart,lunatic,devils_advocate,mastermind,widow,zombuul,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Dragging Your Feet"", ""author"": ""Mevolas Rubenido""}, {""id"": ""chef""}, {""id"": ""dreamer""}, {""id"": ""sailor""}, {""id"": ""professor""}, {""id"": ""virgin""}, {""id"": ""pacifist""}, {""id"": ""sweetheart""}, {""id"": ""lunatic""}, {""id"": ""devils_advocate""}, {""id"": ""mastermind""}, {""id"": ""widow""}, {""id"": ""zombuul""}, {""id"": ""sentinel""}]",13
1248,Raven's Speed-Run,"investigator,cult_leader,sailor,slayer,mayor,alchemist,drunk,golem,devils_advocate,poisoner,goblin,lil_monsta,riot,djinn,sentinel",teensy,"[{""id"": ""_meta"", ""name"": ""Raven's Speed-Run"", ""author"": ""Mevolas Rubenido""}, {""id"": ""investigator""}, {""id"": ""cult_leader""}, {""id"": ""sailor""}, {""id"": ""slayer""}, {""id"": ""mayor""}, {""id"": ""alchemist""}, {""id"": ""drunk""}, {""id"": ""golem""}, {""id"": ""devils_advocate""}, {""id"": ""poisoner""}, {""id"": ""goblin""}, {""id"": ""lil_monsta""}, {""id"": ""riot""}, {""id"": ""djinn""}, {""id"": ""sentinel""}]",15
1249,Teensy George,"flowergirl,gossip,savant,amnesiac,artist,fisherman,saint,drunk,poisoner,organgrinder,lil_monsta,vigormortis,toymaker",teensy,"[{""id"": ""_meta"", ""name"": ""Teensy George"", ""author"": ""Hallow""}, {""id"": ""flowergirl""}, {""id"": ""gossip""}, {""id"": ""savant""}, {""id"": ""amnesiac""}, {""id"": ""artist""}, {""id"": ""fisherman""}, {""id"": ""saint""}, {""id"": ""drunk""}, {""id"": ""poisoner""}, {""id"": ""organgrinder""}, {""id"": ""lil_monsta""}, {""id"": ""vigormortis""}, {""id"": ""toymaker""}]",13
1250,Over the River,"grandmother,clockmaker,innkeeper,snake_charmer,professor,slayer,lunatic,recluse,godfather,spy,imp",teensy,"[{""id"": ""_meta"", ""name"": ""Over the River"", ""author"": ""Andrew Nathenson""}, {""id"": ""grandmother""}, {""id"": ""clockmaker""}, {""id"": ""innkeeper""}, {""id"": ""snake_charmer""}, {""id"": ""professor""}, {""id"": ""slayer""}, {""id"": ""lunatic""}, {""id"": ""recluse""}, {""id"": ""godfather""}, {""id"": ""spy""}, {""id"": ""imp""}]",11
1251,It's Organic!,"washerwoman,sailor,preacher,chambermaid,dreamer,gossip,sweetheart,drunk,organ_grinder,goblin,vigormortis",teensy,"[{""id"": ""_meta"", ""name"": ""It's Organic!"", ""author"": ""PenguinArmy""}, {""id"": ""washerwoman""}, {""id"": ""sailor""}, {""id"": ""preacher""}, {""id"": ""chambermaid""}, {""id"": ""dreamer""}, {""id"": ""gossip""}, {""id"": ""sweetheart""}, {""id"": ""drunk""}, {""id"": ""organ_grinder""}, {""id"": ""goblin""}, {""id"": ""vigormortis""}]",11
